list_name_encoded,request_date,rank,title,bestsellers_date,published_date,previous_published_date,list_name,list_display_name,publisher,author,isbn
graphic-books-and-manga,2021-07-01,14,FGTEEV SAVES THE WORLD!,2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,HarperAlley,FGTeeV.,9780063042636
graphic-books-and-manga,2021-07-01,15,"SPY X FAMILY, VOL. 5",2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuya Endo,9781974722945
graphic-books-and-manga,2021-08-01,1,MOTHERING HEIGHTS,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338680454
graphic-books-and-manga,2021-08-01,2,"CHAINSAW MAN, VOL. 1",2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974709939
graphic-books-and-manga,2021-08-01,3,THE BAD GUYS IN CUT TO THE CHASE,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Aaron Blabey,9781338329520
graphic-books-and-manga,2021-08-01,4,THE ADVENTURE ZONE: THE CRYSTAL KINGDOM,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,First Second,Clint McElroy et al,9781250232656
graphic-books-and-manga,2021-08-01,5,GRIME AND PUNISHMENT,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338535624
graphic-books-and-manga,2021-08-01,6,CAT KID COMIC CLUB,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-08-01,7,KAREN'S KITTYCAT CLUB,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338356212
graphic-books-and-manga,2021-08-01,8,"MY HERO ACADEMIA, VOL. 28",2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781974722884
graphic-books-and-manga,2021-08-01,9,FOR WHOM THE BALL ROLLS,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236590
graphic-books-and-manga,2021-08-01,10,FETCH-22,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338323214
graphic-books-and-manga,2021-08-01,11,THE TWISTED ONES,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Scott Cawthon and Kira Breed-Wrisley.,9781338629767
graphic-books-and-manga,2021-08-01,12,CLAUDIA AND THE NEW GIRL,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338304572
graphic-books-and-manga,2021-08-01,13,TRULY TYLER,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,Balzer + Bray,Terri Libenson,9780062894564
graphic-books-and-manga,2021-08-01,14,"ATTACK ON TITAN, VOL. 1",2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,Kodansha,Hajime Isayama,9781612620244
graphic-books-and-manga,2021-08-01,15,NEW KID,2021-07-31,2021-08-15,2021-07-01,Graphic Books and Manga,Graphic Books and Manga,HarperCollins,Jerry Craft,9780062691194
graphic-books-and-manga,2021-09-01,1,MOTHERING HEIGHTS,2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338680454
graphic-books-and-manga,2021-09-01,2,"JUJUTSU KAISEN, VOL. 11",2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Gege Akutami,9781974722846
graphic-books-and-manga,2021-09-01,3,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 23",2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974723638
graphic-books-and-manga,2021-09-01,4,"CHAINSAW MAN, VOL. 6",2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974720712
graphic-books-and-manga,2021-09-01,5,GRIME AND PUNISHMENT,2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338535624
graphic-books-and-manga,2021-09-01,6,SENSOR,2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Junji Ito,9781974718900
graphic-books-and-manga,2021-09-01,7,BRAWL OF THE WILD,2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741087
graphic-books-and-manga,2021-09-01,8,DOG MAN,2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741032
graphic-books-and-manga,2021-09-01,9,"MY HERO ACADEMIA, VOL. 28",2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781974722884
graphic-books-and-manga,2021-09-01,10,DOG MAN UNLEASHED,2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741049
graphic-books-and-manga,2021-09-01,11,CAT KID COMIC CLUB,2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-09-01,12,LORD OF THE FLEAS,2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741070
graphic-books-and-manga,2021-09-01,13,THE BAD GUYS IN CUT TO THE CHASE,2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Aaron Blabey,9781338329520
graphic-books-and-manga,2021-09-01,14,KAREN'S KITTYCAT CLUB,2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338356212
graphic-books-and-manga,2021-09-01,15,THE TWISTED ONES,2021-08-28,2021-09-12,2021-08-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Scott Cawthon and Kira Breed-Wrisley.,9781338629767
graphic-books-and-manga,2021-10-01,1,MOTHERING HEIGHTS,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338680454
graphic-books-and-manga,2021-10-01,2,"MY HERO ACADEMIA, VOL. 29",2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781974725106
graphic-books-and-manga,2021-10-01,3,KRISTY AND THE SNOBS,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338304602
graphic-books-and-manga,2021-10-01,4,FRIENDS FOREVER,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,First Second,Shannon Hale.,9781250317568
graphic-books-and-manga,2021-10-01,5,GRIME AND PUNISHMENT,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338535624
graphic-books-and-manga,2021-10-01,6,"MY HERO ACADEMIA, VOL. 1",2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582696
graphic-books-and-manga,2021-10-01,7,DOG MAN,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741032
graphic-books-and-manga,2021-10-01,8,BRAWL OF THE WILD,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741087
graphic-books-and-manga,2021-10-01,9,FOR WHOM THE BALL ROLLS,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236590
graphic-books-and-manga,2021-10-01,10,CAT KID COMIC CLUB,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-10-01,11,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1",2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700523
graphic-books-and-manga,2021-10-01,12,LORD OF THE FLEAS,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741070
graphic-books-and-manga,2021-10-01,13,THE BAD GUYS IN CUT TO THE CHASE,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Aaron Blabey,9781338329520
graphic-books-and-manga,2021-10-01,14,GUTS,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545852500
graphic-books-and-manga,2021-10-01,15,HOOKY,2021-10-02,2021-10-17,2021-09-01,Graphic Books and Manga,Graphic Books and Manga,Etch/Clarion,Miriam Bonastre Tur,9780358468295
graphic-books-and-manga,2021-11-01,1,MOTHERING HEIGHTS,2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338680454
graphic-books-and-manga,2021-11-01,2,"CHAINSAW MAN, VOL. 7",2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974720965
graphic-books-and-manga,2021-11-01,3,"ATTACK ON TITAN, VOL. 34",2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,Kodansha,Hajime Isayama,9781646514595
graphic-books-and-manga,2021-11-01,4,KRISTY AND THE SNOBS,2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338304602
graphic-books-and-manga,2021-11-01,5,ON TYRANNY,2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,Ten Speed,Timothy Snyder.,9781984859150
graphic-books-and-manga,2021-11-01,6,CAT KID COMIC CLUB,2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-11-01,7,GRIME AND PUNISHMENT,2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338535624
graphic-books-and-manga,2021-11-01,8,"JUJUTSU KAISEN, VOL. 12",2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Gege Akutami,9781974722853
graphic-books-and-manga,2021-11-01,9,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1",2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700523
graphic-books-and-manga,2021-11-01,10,FOR WHOM THE BALL ROLLS,2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236590
graphic-books-and-manga,2021-11-01,11,FETCH-22,2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338323214
graphic-books-and-manga,2021-11-01,12,BRAWL OF THE WILD,2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741087
graphic-books-and-manga,2021-11-01,13,FRIENDS FOREVER,2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,First Second,Shannon Hale.,9781250317568
graphic-books-and-manga,2021-11-01,14,DOG MAN,2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741032
graphic-books-and-manga,2021-11-01,15,"SPY X FAMILY, VOL. 6",2021-10-30,2021-11-14,2021-10-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuya Endo,9781974725137
graphic-books-and-manga,2021-12-01,1,"LORE OLYMPUS, VOL. 1",2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Random House Worlds,Rachel Smythe,9780593160299
graphic-books-and-manga,2021-12-01,2,MOTHERING HEIGHTS,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338680454
graphic-books-and-manga,2021-12-01,3,THE BAD GUYS IN THEY'RE BEE-HIND YOU!,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Aaron Blabey,9781338329544
graphic-books-and-manga,2021-12-01,4,CAT KID COMIC CLUB,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-12-01,5,GRIME AND PUNISHMENT,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338535624
graphic-books-and-manga,2021-12-01,6,KRISTY AND THE SNOBS,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338304602
graphic-books-and-manga,2021-12-01,7,FOR WHOM THE BALL ROLLS,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236590
graphic-books-and-manga,2021-12-01,8,DOG MAN,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741032
graphic-books-and-manga,2021-12-01,9,"ATTACK ON TITAN, VOL. 34",2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Kodansha,Hajime Isayama,9781646514595
graphic-books-and-manga,2021-12-01,10,FETCH-22,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338323214
graphic-books-and-manga,2021-12-01,11,BRAWL OF THE WILD,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741087
graphic-books-and-manga,2021-12-01,12,LORD OF THE FLEAS,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741070
graphic-books-and-manga,2021-12-01,13,GUTS,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545852500
graphic-books-and-manga,2021-12-01,14,FRIENDS FOREVER,2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,First Second,Shannon Hale.,9781250317568
graphic-books-and-manga,2021-12-01,15,"SOLO LEVELING, VOL. 3",2021-11-27,2021-12-12,2021-11-01,Graphic Books and Manga,Graphic Books and Manga,Yen Press,Chugong.,9781975336516
graphic-books-and-manga,2022-01-01,1,PERSPECTIVES,2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338784855
graphic-books-and-manga,2022-01-01,2,MOTHERING HEIGHTS,2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338680454
graphic-books-and-manga,2022-01-01,3,CAT KID COMIC CLUB,2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2022-01-01,4,GRIME AND PUNISHMENT,2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338535624
graphic-books-and-manga,2022-01-01,5,THE BRIGHTEST NIGHT,2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Tui T. Sutherland.,9781338730852
graphic-books-and-manga,2022-01-01,6,"LORE OLYMPUS, VOL. 1",2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,Random House Worlds,Rachel Smythe,9780593356074
graphic-books-and-manga,2022-01-01,7,KRISTY AND THE SNOBS,2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338304602
graphic-books-and-manga,2022-01-01,8,"CHAINSAW MAN, VOL. 8",2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974722785
graphic-books-and-manga,2022-01-01,9,FOR WHOM THE BALL ROLLS,2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236590
graphic-books-and-manga,2022-01-01,10,"JUJUTSU KAISEN, VOL. 13",2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Gege Akutami,9781974723423
graphic-books-and-manga,2022-01-01,11,DOG MAN,2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338741032
graphic-books-and-manga,2022-01-01,12,FETCH-22,2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338323214
graphic-books-and-manga,2022-01-01,13,"JUJUTSU KAISEN, VOL. 0",2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Gege Akutami,9781974720149
graphic-books-and-manga,2022-01-01,14,THE BAD GUYS IN THEY'RE BEE-HIND YOU!,2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Aaron Blabey,9781338329544
graphic-books-and-manga,2022-01-01,15,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 2",2022-01-01,2022-01-16,2021-12-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700530
graphic-books-and-manga,2022-02-01,1,PERSPECTIVES,2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338784855
graphic-books-and-manga,2022-02-01,2,DEMON SLAYER: KIMETSU NO YAIBA--STORIES OF WATER AND FLAME,2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Ryoji Hirano,9781974728381
graphic-books-and-manga,2022-02-01,3,THE BRIGHTEST NIGHT,2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Tui T. Sutherland.,9781338730852
graphic-books-and-manga,2022-02-01,4,"CHAINSAW MAN, VOL. 1",2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974709939
graphic-books-and-manga,2022-02-01,5,"JUJUTSU KAISEN, VOL. 0",2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Gege Akutami,9781974720149
graphic-books-and-manga,2022-02-01,6,THE FOURTH CLOSET,2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Scott Cawthon and Kira Breed-Wrisley.,9781338741162
graphic-books-and-manga,2022-02-01,7,"CHAINSAW MAN, VOL. 2",2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974709946
graphic-books-and-manga,2022-02-01,8,"JUJUTSU KAISEN, VOL. 1",2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Gege Akutami,9781974710027
graphic-books-and-manga,2022-02-01,9,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1",2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700523
graphic-books-and-manga,2022-02-01,10,"CHAINSAW MAN, VOL. 4",2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974717279
graphic-books-and-manga,2022-02-01,11,"CHAINSAW MAN, VOL. 3",2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974709953
graphic-books-and-manga,2022-02-01,12,"DRAGON BALL SUPER, VOL. 15",2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Akira Toriyama.,9781974725175
graphic-books-and-manga,2022-02-01,13,MOTHERING HEIGHTS,2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338680454
graphic-books-and-manga,2022-02-01,14,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 2",2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700530
graphic-books-and-manga,2022-02-01,15,"HEARTSTOPPER, VOL. 4",2022-01-29,2022-02-13,2022-01-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Alice Oseman,9781338617559
graphic-books-and-manga,2022-03-01,1,PERSPECTIVES,2022-02-26,2022-03-13,2022-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338784855
graphic-books-and-manga,2022-03-01,2,"GOOD-BYE STACEY, GOOD-BYE",2022-02-26,2022-03-13,2022-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338616040
graphic-books-and-manga,2022-03-01,3,MAUS I: A SURVIVOR'S TALE: MY FATHER BLEEDS HISTORY,2022-02-26,2022-03-13,2022-02-01,Graphic Books and Manga,Graphic Books and Manga,Pantheon,Art Spiegelman,9780394747231
graphic-books-and-manga,2022-03-01,4,"CHAINSAW MAN, VOL. 9",2022-02-26,2022-03-13,2022-02-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974724048
graphic-books-and-manga,2022-03-01,5,"JUJUTSU KAISEN, VOL. 14",2022-02-26,2022-03-13,2022-02-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Gege Akutami,9781974725328
graphic-books-and-manga,2022-03-01,6,THE BRIGHTEST NIGHT,2022-02-26,2022-03-13,2022-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Tui T. Sutherland.,9781338730852
graphic-books-and-manga,2022-03-01,7,THE FOURTH CLOSET,2022-02-26,2022-03-13,2022-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Scott Cawthon and Kira Breed-Wrisley.,9781338741162
